param1,param2,l,real,imag,type
-8.39483,1.6,1,1.641938e-01,-8.717065e-02,resonance
-8.27931,1.6,1,1.770187e-01,-9.944481e-02,resonance
-8.16379,1.6,1,1.894967e-01,-1.122919e-01,resonance
-8.04828,1.6,1,2.016209e-01,-1.256967e-01,resonance
-7.93276,1.6,1,2.133837e-01,-1.396459e-01,resonance
-7.81724,1.6,1,2.247777e-01,-1.541282e-01,resonance
-7.70172,1.6,1,2.357949e-01,-1.691333e-01,resonance
-7.58621,1.6,1,2.464268e-01,-1.846526e-01,resonance
-7.47069,1.6,1,2.566649e-01,-2.006782e-01,resonance
-7.35517,1.6,1,2.665001e-01,-2.172034e-01,resonance
-9.85,1.65,1,1.857931e-02,-2.754256e-03,resonance
-9.76897,1.65,1,2.981241e-02,-5.658407e-03,resonance
-9.68793,1.65,1,4.090771e-02,-9.193833e-03,resonance
-9.6069,1.65,1,5.186374e-02,-1.326868e-02,resonance
-9.52586,1.65,1,6.267896e-02,-1.782431e-02,resonance
-9.44483,1.65,1,7.335181e-02,-2.281919e-02,resonance
-9.36379,1.65,1,8.388067e-02,-2.822206e-02,resonance
-9.28276,1.65,1,9.426388e-02,-3.400833e-02,resonance
-9.20172,1.65,1,1.044997e-01,-4.015806e-02,resonance
-9.12069,1.65,1,1.145864e-01,-4.665473e-02,resonance
-9.03966,1.65,1,1.245222e-01,-5.348438e-02,resonance
-8.95862,1.65,1,1.343053e-01,-6.063505e-02,resonance
-8.87759,1.65,1,1.439336e-01,-6.809636e-02,resonance
-8.79655,1.65,1,1.534052e-01,-7.585924e-02,resonance
-8.71552,1.65,1,1.627182e-01,-8.391568e-02,resonance
-8.63448,1.65,1,1.718704e-01,-9.225856e-02,resonance
-8.55345,1.65,1,1.808597e-01,-1.008815e-01,resonance
-8.47241,1.65,1,1.896840e-01,-1.097788e-01,resonance
-8.39138,1.65,1,1.983409e-01,-1.189453e-01,resonance
-8.31034,1.65,1,2.068281e-01,-1.283764e-01,resonance
-8.22931,1.65,1,2.151432e-01,-1.380677e-01,resonance
-8.14828,1.65,1,2.232839e-01,-1.480155e-01,resonance
-8.06724,1.65,1,2.312475e-01,-1.582163e-01,resonance
-7.98621,1.65,1,2.390315e-01,-1.686667e-01,resonance
-7.90517,1.65,1,2.466332e-01,-1.793639e-01,resonance
-7.82414,1.65,1,2.540498e-01,-1.903052e-01,resonance
-7.7431,1.65,1,2.612784e-01,-2.014882e-01,resonance
-7.66207,1.65,1,2.683163e-01,-2.129105e-01,resonance
-7.58103,1.65,1,2.751604e-01,-2.245702e-01,resonance
-10.0,1.7,1,3.962727e-02,-8.614974e-03,resonance
-9.91897,1.7,1,5.061634e-02,-1.256870e-02,resonance
-9.83793,1.7,1,6.146912e-02,-1.700131e-02,resonance
-9.7569,1.7,1,7.218415e-02,-2.187029e-02,resonance
-9.67586,1.7,1,8.275991e-02,-2.714381e-02,resonance
-9.59483,1.7,1,9.319486e-02,-3.279694e-02,resonance
-9.51379,1.7,1,1.034874e-01,-3.880952e-02,resonance
-9.43276,1.7,1,1.136359e-01,-4.516487e-02,resonance
-9.35172,1.7,1,1.236386e-01,-5.184892e-02,resonance
-9.27069,1.7,1,1.334939e-01,-5.884962e-02,resonance
-9.18966,1.7,1,1.432000e-01,-6.615655e-02,resonance
-9.10862,1.7,1,1.527550e-01,-7.376058e-02,resonance
-9.02759,1.7,1,1.621570e-01,-8.165365e-02,resonance
-8.94655,1.7,1,1.714042e-01,-8.982859e-02,resonance
-8.86552,1.7,1,1.804946e-01,-9.827903e-02,resonance
-8.78448,1.7,1,1.894260e-01,-1.069992e-01,resonance
-8.70345,1.7,1,1.981965e-01,-1.159839e-01,resonance
-8.62241,1.7,1,2.068039e-01,-1.252284e-01,resonance
-8.54138,1.7,1,2.152460e-01,-1.347286e-01,resonance
-8.46034,1.7,1,2.235205e-01,-1.444803e-01,resonance
-8.37931,1.7,1,2.316251e-01,-1.544803e-01,resonance
-8.29828,1.7,1,2.395574e-01,-1.647251e-01,resonance
-8.21724,1.7,1,2.473149e-01,-1.752117e-01,resonance
-8.13621,1.7,1,2.548951e-01,-1.859376e-01,resonance
-8.05517,1.7,1,2.622954e-01,-1.969001e-01,resonance
-7.97414,1.7,1,2.695132e-01,-2.080970e-01,resonance
-7.8931,1.7,1,2.765456e-01,-2.195261e-01,resonance
-7.81207,1.7,1,2.833898e-01,-2.311855e-01,resonance
-7.73103,1.7,1,2.900429e-01,-2.430735e-01,resonance
-10.50172,1.75,1,1.203969e-02,-1.385725e-03,resonance
-10.40345,1.75,1,2.575649e-02,-4.388898e-03,resonance
-10.30517,1.75,1,3.928319e-02,-8.369002e-03,resonance
-10.2069,1.75,1,5.261748e-02,-1.313606e-02,resonance
-10.10862,1.75,1,6.575694e-02,-1.858491e-02,resonance
-10.01034,1.75,1,7.869911e-02,-2.464641e-02,resonance
-9.91207,1.75,1,9.144141e-02,-3.127088e-02,resonance
-9.81379,1.75,1,1.039812e-01,-3.842052e-02,resonance
-9.71552,1.75,1,1.163157e-01,-4.606540e-02,resonance
-9.61724,1.75,1,1.284422e-01,-5.418121e-02,resonance
-9.51897,1.75,1,1.403577e-01,-6.274772e-02,resonance
-9.42069,1.75,1,1.520592e-01,-7.174782e-02,resonance
-9.32241,1.75,1,1.635437e-01,-8.116686e-02,resonance
-9.22414,1.75,1,1.748078e-01,-9.099214e-02,resonance
-9.12586,1.75,1,1.858483e-01,-1.012126e-01,resonance
-9.02759,1.75,1,1.966619e-01,-1.118184e-01,resonance
-8.92931,1.75,1,2.072448e-01,-1.228009e-01,resonance
-8.83103,1.75,1,2.175936e-01,-1.341524e-01,resonance
-8.73276,1.75,1,2.277045e-01,-1.458661e-01,resonance
-8.63448,1.75,1,2.375735e-01,-1.579356e-01,resonance
-8.53621,1.75,1,2.471967e-01,-1.703555e-01,resonance
-8.43793,1.75,1,2.565700e-01,-1.831207e-01,resonance
-8.33966,1.75,1,2.656890e-01,-1.962268e-01,resonance
-8.24138,1.75,1,2.745493e-01,-2.096695e-01,resonance
-8.1431,1.75,1,2.831464e-01,-2.234452e-01,resonance
-8.04483,1.75,1,2.914755e-01,-2.375505e-01,resonance
-7.94655,1.75,1,2.995317e-01,-2.519825e-01,resonance
-10.8,1.8,1,1.263288e-02,-1.468865e-03,resonance
-10.70345,1.8,1,2.610994e-02,-4.415423e-03,resonance
-10.6069,1.8,1,3.940868e-02,-8.284128e-03,resonance
-10.51034,1.8,1,5.252701e-02,-1.290004e-02,resonance
-10.41379,1.8,1,6.546279e-02,-1.816483e-02,resonance
-10.31724,1.8,1,7.821380e-02,-2.401340e-02,resonance
-10.22069,1.8,1,9.077776e-02,-3.039874e-02,resonance
-10.12414,1.8,1,1.031523e-01,-3.728494e-02,resonance
-10.02759,1.8,1,1.153350e-01,-4.464355e-02,resonance
-9.93103,1.8,1,1.273234e-01,-5.245134e-02,resonance
-9.83448,1.8,1,1.391149e-01,-6.068898e-02,resonance
-9.73793,1.8,1,1.507068e-01,-6.934009e-02,resonance
-9.64138,1.8,1,1.620964e-01,-7.839061e-02,resonance
-9.54483,1.8,1,1.732808e-01,-8.782833e-02,resonance
-9.44828,1.8,1,1.842571e-01,-9.764258e-02,resonance
-9.35172,1.8,1,1.950224e-01,-1.078239e-01,resonance
-9.25517,1.8,1,2.055736e-01,-1.183640e-01,resonance
-9.15862,1.8,1,2.159073e-01,-1.292553e-01,resonance
-9.06207,1.8,1,2.260205e-01,-1.404911e-01,resonance
-8.96552,1.8,1,2.359096e-01,-1.520655e-01,resonance
-8.86897,1.8,1,2.455711e-01,-1.639729e-01,resonance
-8.77241,1.8,1,2.550015e-01,-1.762086e-01,resonance
-8.67586,1.8,1,2.641971e-01,-1.887679e-01,resonance
-8.57931,1.8,1,2.731539e-01,-2.016469e-01,resonance
-8.48276,1.8,1,2.818680e-01,-2.148420e-01,resonance
-8.38621,1.8,1,2.903354e-01,-2.283497e-01,resonance
-8.28966,1.8,1,2.985517e-01,-2.421670e-01,resonance
-8.1931,1.8,1,3.065127e-01,-2.562913e-01,resonance
-11.2,1.9,1,4.107375e-02,-8.575755e-03,resonance
-11.0931,1.9,1,5.560025e-02,-1.367572e-02,resonance
-10.98621,1.9,1,6.991474e-02,-1.952847e-02,resonance
-10.87931,1.9,1,8.401450e-02,-2.605555e-02,resonance
-10.77241,1.9,1,9.789675e-02,-3.320096e-02,resonance
-10.66552,1.9,1,1.115586e-01,-4.092236e-02,resonance
-10.55862,1.9,1,1.249971e-01,-4.918637e-02,resonance
-10.45172,1.9,1,1.382092e-01,-5.796592e-02,resonance
-10.34483,1.9,1,1.511917e-01,-6.723854e-02,resonance
-10.23793,1.9,1,1.639413e-01,-7.698528e-02,resonance
-10.13103,1.9,1,1.764546e-01,-8.718991e-02,resonance
-10.02414,1.9,1,1.887282e-01,-9.783840e-02,resonance
-9.91724,1.9,1,2.007585e-01,-1.089185e-01,resonance
-9.81034,1.9,1,2.125417e-01,-1.204194e-01,resonance
-9.70345,1.9,1,2.240740e-01,-1.323316e-01,resonance
-9.59655,1.9,1,2.353514e-01,-1.446465e-01,resonance
-9.48966,1.9,1,2.463699e-01,-1.573567e-01,resonance
-9.38276,1.9,1,2.571252e-01,-1.704551e-01,resonance
-9.27586,1.9,1,2.676129e-01,-1.839358e-01,resonance
-9.16897,1.9,1,2.778286e-01,-1.977933e-01,resonance
-9.06207,1.9,1,2.877676e-01,-2.120224e-01,resonance
-8.95517,1.9,1,2.974251e-01,-2.266187e-01,resonance
-8.84828,1.9,1,3.067960e-01,-2.415782e-01,resonance
-8.74138,1.9,1,3.158752e-01,-2.568971e-01,resonance
-8.63448,1.9,1,3.246575e-01,-2.725722e-01,resonance
-11.5,1.95,1,4.143399e-02,-8.571615e-03,resonance
-11.38621,1.95,1,5.690426e-02,-1.397504e-02,resonance
-11.27241,1.95,1,7.214046e-02,-2.021106e-02,resonance
-11.15862,1.95,1,8.713951e-02,-2.718987e-02,resonance
-11.04483,1.95,1,1.018982e-01,-3.484815e-02,resonance
-10.93103,1.95,1,1.164132e-01,-4.313836e-02,resonance
-10.81724,1.95,1,1.306811e-01,-5.202322e-02,resonance
-10.70345,1.95,1,1.446985e-01,-6.147267e-02,resonance
-10.58966,1.95,1,1.584615e-01,-7.146181e-02,resonance
-10.47586,1.95,1,1.719665e-01,-8.196974e-02,resonance
-10.36207,1.95,1,1.852095e-01,-9.297858e-02,resonance
-10.24828,1.95,1,1.981866e-01,-1.044729e-01,resonance
-10.13448,1.95,1,2.108935e-01,-1.164394e-01,resonance
-10.02069,1.95,1,2.233259e-01,-1.288661e-01,resonance
-9.9069,1.95,1,2.354795e-01,-1.417427e-01,resonance
-9.7931,1.95,1,2.473495e-01,-1.550600e-01,resonance
-9.67931,1.95,1,2.589312e-01,-1.688096e-01,resonance
-9.56552,1.95,1,2.702197e-01,-1.829843e-01,resonance
-9.45172,1.95,1,2.812099e-01,-1.975773e-01,resonance
-9.33793,1.95,1,2.918965e-01,-2.125828e-01,resonance
-9.22414,1.95,1,3.022742e-01,-2.279954e-01,resonance
-9.11034,1.95,1,3.123371e-01,-2.438102e-01,resonance
-8.99655,1.95,1,3.220795e-01,-2.600230e-01,resonance
-8.88276,1.95,1,3.314954e-01,-2.766298e-01,resonance
-12.0,2.0,1,1.403653e-02,-1.632072e-03,resonance
-11.88793,2.0,1,2.967495e-02,-5.078037e-03,resonance
-11.77586,2.0,1,4.509703e-02,-9.630749e-03,resonance
-11.66379,2.0,1,6.030013e-02,-1.507687e-02,resonance
-11.55172,2.0,1,7.528152e-02,-2.129771e-02,resonance
-11.43966,2.0,1,9.003839e-02,-2.821509e-02,resonance
-11.32759,2.0,1,1.045678e-01,-3.577271e-02,resonance
-11.21552,2.0,1,1.188668e-01,-4.392771e-02,resonance
-11.10345,2.0,1,1.329323e-01,-5.264618e-02,resonance
-10.99138,2.0,1,1.467610e-01,-6.190047e-02,resonance
-10.87931,2.0,1,1.603496e-01,-7.166764e-02,resonance
-10.76724,2.0,1,1.736948e-01,-8.192825e-02,resonance
-10.65517,2.0,1,1.867930e-01,-9.266566e-02,resonance
-10.5431,2.0,1,1.996406e-01,-1.038654e-01,resonance
-10.43103,2.0,1,2.122338e-01,-1.155149e-01,resonance
-10.31897,2.0,1,2.245687e-01,-1.276031e-01,resonance
-10.2069,2.0,1,2.366413e-01,-1.401200e-01,resonance
-10.09483,2.0,1,2.484476e-01,-1.530570e-01,resonance
-9.98276,2.0,1,2.599832e-01,-1.664061e-01,resonance
-9.87069,2.0,1,2.712438e-01,-1.801604e-01,resonance
-9.75862,2.0,1,2.822248e-01,-1.943134e-01,resonance
-9.64655,2.0,1,2.929214e-01,-2.088595e-01,resonance
-9.53448,2.0,1,3.033290e-01,-2.237935e-01,resonance
-9.42241,2.0,1,3.134423e-01,-2.391108e-01,resonance
-9.31034,2.0,1,3.232563e-01,-2.548071e-01,resonance
-9.19828,2.0,1,3.327655e-01,-2.708786e-01,resonance
-9.08621,2.0,1,3.419645e-01,-2.873219e-01,resonance
-12.65862,2.1,1,6.474330e-03,-4.959644e-04,resonance
-12.54483,2.1,1,2.246538e-02,-3.243280e-03,resonance
-12.43103,2.1,1,3.824535e-02,-7.289506e-03,resonance
-12.31724,2.1,1,5.381178e-02,-1.231191e-02,resonance
-12.20345,2.1,1,6.916212e-02,-1.815749e-02,resonance
-12.08966,2.1,1,8.429375e-02,-2.473189e-02,resonance
-11.97586,2.1,1,9.920397e-02,-3.196963e-02,resonance
-11.86207,2.1,1,1.138900e-01,-3.982205e-02,resonance
-11.74828,2.1,1,1.283489e-01,-4.825123e-02,resonance
-11.63448,2.1,1,1.425778e-01,-5.722670e-02,resonance
-11.52069,2.1,1,1.565735e-01,-6.672334e-02,resonance
-11.4069,2.1,1,1.703330e-01,-7.672004e-02,resonance
-11.2931,2.1,1,1.838529e-01,-8.719882e-02,resonance
-11.17931,2.1,1,1.971299e-01,-9.814415e-02,resonance
-11.06552,2.1,1,2.101606e-01,-1.095425e-01,resonance
-10.95172,2.1,1,2.229413e-01,-1.213820e-01,resonance
-10.83793,2.1,1,2.354684e-01,-1.336521e-01,resonance
-10.72414,2.1,1,2.477381e-01,-1.463435e-01,resonance
-10.61034,2.1,1,2.597465e-01,-1.594478e-01,resonance
-10.49655,2.1,1,2.714895e-01,-1.729574e-01,resonance
-10.38276,2.1,1,2.829630e-01,-1.868657e-01,resonance
-10.26897,2.1,1,2.941627e-01,-2.011665e-01,resonance
-10.15517,2.1,1,3.050841e-01,-2.158542e-01,resonance
-10.04138,2.1,1,3.157226e-01,-2.309240e-01,resonance
-9.92759,2.1,1,3.260736e-01,-2.463711e-01,resonance
-9.81379,2.1,1,3.361321e-01,-2.621917e-01,resonance
-9.7,2.1,1,3.458931e-01,-2.783818e-01,resonance
-13.2,2.2,1,1.544018e-02,-1.795280e-03,resonance
-13.07931,2.2,1,3.228399e-02,-5.492680e-03,resonance
-12.95862,2.2,1,4.889976e-02,-1.036280e-02,resonance
-12.83793,2.2,1,6.528478e-02,-1.618132e-02,resonance
-12.71724,2.2,1,8.143623e-02,-2.282280e-02,resonance
-12.59655,2.2,1,9.735121e-02,-3.020445e-02,resonance
-12.47586,2.2,1,1.130267e-01,-3.826652e-02,resonance
-12.35517,2.2,1,1.284597e-01,-4.696351e-02,resonance
-12.23448,2.2,1,1.436469e-01,-5.625932e-02,resonance
-12.11379,2.2,1,1.585851e-01,-6.612456e-02,resonance
-11.9931,2.2,1,1.732708e-01,-7.653479e-02,resonance
-11.87241,2.2,1,1.877006e-01,-8.746929e-02,resonance
-11.75172,2.2,1,2.018709e-01,-9.891030e-02,resonance
-11.63103,2.2,1,2.157779e-01,-1.108424e-01,resonance
-11.51034,2.2,1,2.294178e-01,-1.232522e-01,resonance
-11.38966,2.2,1,2.427867e-01,-1.361277e-01,resonance
-11.26897,2.2,1,2.558803e-01,-1.494584e-01,resonance
-11.14828,2.2,1,2.686946e-01,-1.632350e-01,resonance
-11.02759,2.2,1,2.812251e-01,-1.774489e-01,resonance
-10.9069,2.2,1,2.934674e-01,-1.920927e-01,resonance
-10.78621,2.2,1,3.054169e-01,-2.071596e-01,resonance
-10.66552,2.2,1,3.170687e-01,-2.226433e-01,resonance
-10.54483,2.2,1,3.284179e-01,-2.385383e-01,resonance
-10.42414,2.2,1,3.394594e-01,-2.548396e-01,resonance
-10.30345,2.2,1,3.501880e-01,-2.715426e-01,resonance
-10.18276,2.2,1,3.605981e-01,-2.886432e-01,resonance
-10.06207,2.2,1,3.706842e-01,-3.061376e-01,resonance
-13.5,2.3,1,5.761988e-02,-1.302293e-02,resonance
-13.37241,2.3,1,7.484691e-02,-1.951978e-02,resonance
-13.24483,2.3,1,9.182307e-02,-2.685812e-02,resonance
-13.11724,2.3,1,1.085452e-01,-3.495989e-02,resonance
-12.98966,2.3,1,1.250100e-01,-4.376754e-02,resonance
-12.86207,2.3,1,1.412141e-01,-5.323657e-02,resonance
-12.73448,2.3,1,1.571539e-01,-6.333138e-02,resonance
-12.6069,2.3,1,1.728260e-01,-7.402270e-02,resonance
-12.47931,2.3,1,1.882266e-01,-8.528607e-02,resonance
-12.35172,2.3,1,2.033517e-01,-9.710065e-02,resonance
-12.22414,2.3,1,2.181976e-01,-1.094485e-01,resonance
-12.09655,2.3,1,2.327600e-01,-1.223141e-01,resonance
-11.96897,2.3,1,2.470348e-01,-1.356837e-01,resonance
-11.84138,2.3,1,2.610176e-01,-1.495452e-01,resonance
-11.71379,2.3,1,2.747039e-01,-1.638880e-01,resonance
-11.58621,2.3,1,2.880891e-01,-1.787024e-01,resonance
-11.45862,2.3,1,3.011684e-01,-1.939798e-01,resonance
-11.33103,2.3,1,3.139368e-01,-2.097126e-01,resonance
-11.20345,2.3,1,3.263894e-01,-2.258938e-01,resonance
-11.07586,2.3,1,3.385206e-01,-2.425172e-01,resonance
-10.94828,2.3,1,3.503253e-01,-2.595769e-01,resonance
-10.82069,2.3,1,3.617977e-01,-2.770680e-01,resonance
-10.6931,2.3,1,3.729319e-01,-2.949857e-01,resonance
-10.56552,2.3,1,3.837221e-01,-3.133258e-01,resonance
-10.43793,2.3,1,3.941620e-01,-3.320846e-01,resonance
-14.0,2.4,1,7.189568e-02,-1.791258e-02,resonance
-13.87931,2.4,1,8.804798e-02,-2.455184e-02,resonance
-13.75862,2.4,1,1.039837e-01,-3.187218e-02,resonance
-13.63793,2.4,1,1.197002e-01,-3.982227e-02,resonance
-13.51724,2.4,1,1.351950e-01,-4.836224e-02,resonance
-13.39655,2.4,1,1.504653e-01,-5.746008e-02,resonance
-13.27586,2.4,1,1.655086e-01,-6.708944e-02,resonance
-13.15517,2.4,1,1.803219e-01,-7.722818e-02,resonance
-13.03448,2.4,1,1.949024e-01,-8.785743e-02,resonance
-12.91379,2.4,1,2.092471e-01,-9.896091e-02,resonance
-12.7931,2.4,1,2.233528e-01,-1.105244e-01,resonance
-12.67241,2.4,1,2.372166e-01,-1.225354e-01,resonance
-12.55172,2.4,1,2.508350e-01,-1.349828e-01,resonance
-12.43103,2.4,1,2.642049e-01,-1.478567e-01,resonance
-12.31034,2.4,1,2.773226e-01,-1.611483e-01,resonance
-12.18966,2.4,1,2.901848e-01,-1.748497e-01,resonance
-12.06897,2.4,1,3.027877e-01,-1.889535e-01,resonance
-11.94828,2.4,1,3.151277e-01,-2.034533e-01,resonance
-11.82759,2.4,1,3.272008e-01,-2.183432e-01,resonance
-11.7069,2.4,1,3.390032e-01,-2.336178e-01,resonance
-11.58621,2.4,1,3.505306e-01,-2.492721e-01,resonance
-11.46552,2.4,1,3.617789e-01,-2.653017e-01,resonance
-11.34483,2.4,1,3.727439e-01,-2.817024e-01,resonance
-11.22414,2.4,1,3.834209e-01,-2.984706e-01,resonance
-11.10345,2.4,1,3.938055e-01,-3.156027e-01,resonance
-10.98276,2.4,1,4.038928e-01,-3.330957e-01,resonance
-15.0,2.5,1,1.754566e-02,-2.040091e-03,resonance
-14.86207,2.5,1,3.679499e-02,-6.269854e-03,resonance
-14.72414,2.5,1,5.578219e-02,-1.184572e-02,resonance
-14.58621,2.5,1,7.450413e-02,-1.850968e-02,resonance
-14.44828,2.5,1,9.295756e-02,-2.611764e-02,resonance
-14.31034,2.5,1,1.111391e-01,-3.457454e-02,resonance
-14.17241,2.5,1,1.290453e-01,-4.381185e-02,resonance
-14.03448,2.5,1,1.466726e-01,-5.377734e-02,resonance
-13.89655,2.5,1,1.640173e-01,-6.442964e-02,resonance
-13.75862,2.5,1,1.810756e-01,-7.573505e-02,resonance
-13.62069,2.5,1,1.978435e-01,-8.766554e-02,resonance
-13.48276,2.5,1,2.143171e-01,-1.001974e-01,resonance
-13.34483,2.5,1,2.304920e-01,-1.133102e-01,resonance
-13.2069,2.5,1,2.463641e-01,-1.269864e-01,resonance
-13.06897,2.5,1,2.619288e-01,-1.412105e-01,resonance
-12.93103,2.5,1,2.771816e-01,-1.559689e-01,resonance
-12.7931,2.5,1,2.921177e-01,-1.712496e-01,resonance
-12.65517,2.5,1,3.067322e-01,-1.870417e-01,resonance
-12.51724,2.5,1,3.210201e-01,-2.033357e-01,resonance
-12.37931,2.5,1,3.349762e-01,-2.201230e-01,resonance
-12.24138,2.5,1,3.485951e-01,-2.373956e-01,resonance
-12.10345,2.5,1,3.618712e-01,-2.551467e-01,resonance
-11.96552,2.5,1,3.747989e-01,-2.733698e-01,resonance
-11.82759,2.5,1,3.873721e-01,-2.920591e-01,resonance
-11.68966,2.5,1,3.995848e-01,-3.112096e-01,resonance
-11.55172,2.5,1,4.114306e-01,-3.308164e-01,resonance
-11.41379,2.5,1,4.229031e-01,-3.508752e-01,resonance
-15.64483,2.6,1,1.193606e-02,-1.118314e-03,resonance
-15.48966,2.6,1,3.367103e-02,-5.367121e-03,resonance
-15.33448,2.6,1,5.508788e-02,-1.137889e-02,resonance
-15.17931,2.6,1,7.618249e-02,-1.875145e-02,resonance
-15.02414,2.6,1,9.695060e-02,-2.728312e-02,resonance
-14.86897,2.6,1,1.173878e-01,-3.684695e-02,resonance
-14.71379,2.6,1,1.374895e-01,-4.735392e-02,resonance
-14.55862,2.6,1,1.572510e-01,-5.873744e-02,resonance
-14.40345,2.6,1,1.766674e-01,-7.094546e-02,resonance
-14.24828,2.6,1,1.957336e-01,-8.393605e-02,resonance
-14.0931,2.6,1,2.144444e-01,-9.767461e-02,resonance
-13.93793,2.6,1,2.327944e-01,-1.121321e-01,resonance
-13.78276,2.6,1,2.507780e-01,-1.272837e-01,resonance
-13.62759,2.6,1,2.683894e-01,-1.431080e-01,resonance
-13.47241,2.6,1,2.856225e-01,-1.595866e-01,resonance
-13.31724,2.6,1,3.024713e-01,-1.767031e-01,resonance
-13.16207,2.6,1,3.189293e-01,-1.944432e-01,resonance
-13.0069,2.6,1,3.349898e-01,-2.127940e-01,resonance
-12.85172,2.6,1,3.506459e-01,-2.317444e-01,resonance
-12.69655,2.6,1,3.658907e-01,-2.512840e-01,resonance
-12.54138,2.6,1,3.807167e-01,-2.714040e-01,resonance
-12.38621,2.6,1,3.951163e-01,-2.920960e-01,resonance
-12.23103,2.6,1,4.090816e-01,-3.133529e-01,resonance
-12.07586,2.6,1,4.226045e-01,-3.351680e-01,resonance
-11.92069,2.6,1,4.356764e-01,-3.575355e-01,resonance
-16.0,2.7,1,4.679590e-02,-8.688873e-03,resonance
-15.84483,2.7,1,6.804846e-02,-1.543001e-02,resonance
-15.68966,2.7,1,8.898870e-02,-2.337228e-02,resonance
-15.53448,2.7,1,1.096126e-01,-3.236867e-02,resonance
-15.37931,2.7,1,1.299161e-01,-4.231957e-02,resonance
-15.22414,2.7,1,1.498947e-01,-5.315206e-02,resonance
-15.06897,2.7,1,1.695441e-01,-6.480994e-02,resonance
-14.91379,2.7,1,1.888598e-01,-7.724843e-02,resonance
-14.75862,2.7,1,2.078369e-01,-9.043083e-02,resonance
-14.60345,2.7,1,2.264705e-01,-1.043265e-01,resonance
-14.44828,2.7,1,2.447556e-01,-1.189094e-01,resonance
-14.2931,2.7,1,2.626871e-01,-1.341572e-01,resonance
-14.13793,2.7,1,2.802593e-01,-1.500506e-01,resonance
-13.98276,2.7,1,2.974669e-01,-1.665725e-01,resonance
-13.82759,2.7,1,3.143041e-01,-1.837080e-01,resonance
-13.67241,2.7,1,3.307648e-01,-2.014438e-01,resonance
-13.51724,2.7,1,3.468430e-01,-2.197680e-01,resonance
-13.36207,2.7,1,3.625322e-01,-2.386702e-01,resonance
-13.2069,2.7,1,3.778260e-01,-2.581408e-01,resonance
-13.05172,2.7,1,3.927174e-01,-2.781713e-01,resonance
-12.89655,2.7,1,4.071996e-01,-2.987540e-01,resonance
-12.74138,2.7,1,4.212652e-01,-3.198820e-01,resonance
-12.58621,2.7,1,4.349067e-01,-3.415491e-01,resonance
-12.43103,2.7,1,4.481164e-01,-3.637496e-01,resonance
-12.27586,2.7,1,4.608861e-01,-3.864786e-01,resonance
-16.5,2.8,1,6.124997e-02,-1.286951e-02,resonance
-16.35172,2.8,1,8.139847e-02,-1.994891e-02,resonance
-16.20345,2.8,1,1.012703e-01,-2.801381e-02,resonance
-16.05517,2.8,1,1.208620e-01,-3.696607e-02,resonance
-15.9069,2.8,1,1.401703e-01,-4.673463e-02,resonance
-15.75862,2.8,1,1.591916e-01,-5.726513e-02,resonance
-15.61034,2.8,1,1.779224e-01,-6.851442e-02,resonance
-15.46207,2.8,1,1.963588e-01,-8.044727e-02,resonance
-15.31379,2.8,1,2.144970e-01,-9.303431e-02,resonance
-15.16552,2.8,1,2.323330e-01,-1.062506e-01,resonance
-15.01724,2.8,1,2.498628e-01,-1.200748e-01,resonance
-14.86897,2.8,1,2.670822e-01,-1.344884e-01,resonance
-14.72069,2.8,1,2.839867e-01,-1.494749e-01,resonance
-14.57241,2.8,1,3.005719e-01,-1.650201e-01,resonance
-14.42414,2.8,1,3.168333e-01,-1.811113e-01,resonance
-14.27586,2.8,1,3.327660e-01,-1.977369e-01,resonance
-14.12759,2.8,1,3.483652e-01,-2.148867e-01,resonance
-13.97931,2.8,1,3.636257e-01,-2.325517e-01,resonance
-13.83103,2.8,1,3.785425e-01,-2.507233e-01,resonance
-13.68276,2.8,1,3.931101e-01,-2.693942e-01,resonance
-13.53448,2.8,1,4.073230e-01,-2.885575e-01,resonance
-13.38621,2.8,1,4.211755e-01,-3.082069e-01,resonance
-13.23793,2.8,1,4.346617e-01,-3.283370e-01,resonance
-13.08966,2.8,1,4.477755e-01,-3.489424e-01,resonance
-12.94138,2.8,1,4.605107e-01,-3.700186e-01,resonance
-12.7931,2.8,1,4.728608e-01,-3.915614e-01,resonance
-17.0,2.9,1,7.560477e-02,-1.746062e-02,resonance
-16.85517,2.9,1,9.513566e-02,-2.492213e-02,resonance
-16.71034,2.9,1,1.144101e-01,-3.323974e-02,resonance
-16.56552,2.9,1,1.334251e-01,-4.234157e-02,resonance
-16.42069,2.9,1,1.521776e-01,-5.217314e-02,resonance
-16.27586,2.9,1,1.706647e-01,-6.269143e-02,resonance
-16.13103,2.9,1,1.888831e-01,-7.386146e-02,resonance
-15.98621,2.9,1,2.068296e-01,-8.565418e-02,resonance
-15.84138,2.9,1,2.245007e-01,-9.804498e-02,resonance
-15.69655,2.9,1,2.418930e-01,-1.110128e-01,resonance
-15.55172,2.9,1,2.590029e-01,-1.245392e-01,resonance
-15.4069,2.9,1,2.758269e-01,-1.386083e-01,resonance
-15.26207,2.9,1,2.923610e-01,-1.532058e-01,resonance
-15.11724,2.9,1,3.086015e-01,-1.683192e-01,resonance
-14.97241,2.9,1,3.245442e-01,-1.839372e-01,resonance
-14.82759,2.9,1,3.401853e-01,-2.000497e-01,resonance
-14.68276,2.9,1,3.555203e-01,-2.166476e-01,resonance
